loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
53:56.4,0,0,0,0,0,0,0,0,0,11394.06993,1.179794312,0.262008667,-0.197738647,11394.06489,-1.088089108,-0.22688818,2.045088768,0.22266978,0.067073345,0.005927205,XArbitraryZVertical,-0.625916298,-0.106129269,0.770627759,0.055660711,0.952882469,0.233250216,-0.19393073,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,20,2.990411,0,0,14.11,0,0,53:53.8,637307633.8,0,0.5599995,99.52055,1,0.92
53:56.4,0,0,0,0,0,0,0,0,0,11394.10512,1.435073853,0.352996826,-0.189788818,11394.09504,-1.18513453,-0.167827442,2.017128706,0.410702288,0.106442198,-0.007403255,XArbitraryZVertical,-0.628321826,-0.099914753,0.771238363,0.020497149,0.96507585,0.179873794,-0.190457448,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,20,2.990411,0,0,14.11,0,0,53:53.8,637307633.8,0,0.5599995,99.52055,1,0.92
53:56.4,0,0,0,0,0,0,0,0,0,11394.1403,1.266586304,0.371368408,-0.230407715,11394.12523,-1.211722732,-0.198907673,1.765945196,0.37280339,0.253710896,0.01968351,XArbitraryZVertical,-0.628699616,-0.096004834,0.771581307,-0.013499432,0.972777784,0.131176889,-0.191039726,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:56.5,0,0,0,0,0,0,0,0,0,11394.17552,0.956558228,0.376937866,-0.376983643,11394.15541,-1.358495116,-0.18760483,1.240468383,0.242801785,0.292655945,-0.083805025,XArbitraryZVertical,-0.62845102,-0.09601241,0.770659229,-0.043763309,0.977046788,0.092979506,-0.191661865,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:56.5,0,0,0,0,0,0,0,0,0,11394.21071,0.846466064,0.155090332,-0.485610962,11394.18556,-1.180936456,0.060690455,0.566164553,-0.073246777,0.28502351,-0.202784225,XArbitraryZVertical,-0.627746462,-0.102411663,0.768761815,-0.066718743,0.97884059,0.073695444,-0.190892458,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:56.5,0,0,0,0,0,0,0,0,0,11394.24589,0.96925354,0.133529663,-0.320098877,11394.21574,-1.012282968,0.173513085,-0.118361972,-0.133815527,0.082326606,-0.30188936,XArbitraryZVertical,-0.628819041,-0.112808821,0.765214504,-0.07942038,0.980281532,0.072763801,-0.183721572,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:56.6,0,0,0,0,0,0,0,0,0,11394.28111,0.955184937,0.217834473,-0.105209351,11394.27607,-1.179812789,-0.499903738,-1.051718116,-0.004415393,0.078202508,0.042909339,XArbitraryZVertical,-0.620483182,-0.147955071,0.765557895,-0.083850144,0.974843681,0.122481138,-0.186219841,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:56.6,0,0,0,0,0,0,0,0,0,11394.3163,0.903701782,0.108932495,-0.123062134,11394.30626,-1.412192941,-0.661314905,-1.02337575,-0.022130132,0.001254156,0.11257413,XArbitraryZVertical,-0.609695798,-0.171832411,0.769129295,-0.084764064,0.967000246,0.16096209,-0.197489306,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:56.6,0,0,0,0,0,0,0,0,0,11394.35151,0.730407715,0.037719727,-0.253372192,11394.33641,-1.664672494,-0.797421992,-0.873692513,-0.138476431,-0.09114787,0.024575233,XArbitraryZVertical,-0.596066743,-0.197625768,0.773066268,-0.08953837,0.956988335,0.198813945,-0.211296991,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:56.7,0,0,0,0,0,0,0,0,0,11394.3867,0.666610718,0.045669556,-0.256912231,11394.36659,-1.994560003,-0.7494874,-0.4978486,-0.242357492,-0.214734077,-0.044067711,XArbitraryZVertical,-0.582268874,-0.224086698,0.775009075,-0.100543044,0.947588027,0.230252281,-0.221496224,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:56.7,0,0,0,0,0,0,0,0,0,11394.42189,0.682312012,0.073150635,-0.234741211,11394.39674,-1.930928349,-0.621164739,-0.156310275,-0.278704166,-0.199321836,-0.027231678,XArbitraryZVertical,-0.569804265,-0.249107474,0.774394176,-0.116542213,0.940569282,0.253002256,-0.226537123,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:56.7,0,0,0,0,0,0,0,0,0,11394.45711,0.734527588,0.101638794,-0.256774902,11394.42692,-1.562609553,-0.387115687,0.152333692,-0.255026042,-0.191588253,-0.008222505,XArbitraryZVertical,-0.560834614,-0.268710285,0.771614771,-0.133678206,0.937337935,0.264738917,-0.226518631,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:56.8,0,0,0,0,0,0,0,0,0,11394.49229,0.773574829,0.143997192,-0.252075195,11394.48726,-0.841637313,-0.02210677,0.642913997,-0.167035401,-0.135173947,-0.035447121,XArbitraryZVertical,-0.55454779,-0.288221725,0.763359038,-0.163364507,0.940808535,0.258846462,-0.218809977,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:56.8,0,0,0,0,0,0,0,0,0,11394.52748,0.767318726,0.189376831,-0.262985229,11394.51744,-0.590367138,0.103883386,0.929116309,-0.167478204,-0.070392549,-0.047791094,XArbitraryZVertical,-0.556936916,-0.289633299,0.75778731,-0.178023262,0.947202384,0.240665421,-0.211867645,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:56.9,0,0,0,0,0,0,0,0,0,11394.5627,0.804489136,0.210632324,-0.281982422,11394.54759,-0.460979253,0.262701094,1.204477787,-0.201516807,-0.009413376,-0.064329296,XArbitraryZVertical,-0.561953973,-0.287306773,0.751062161,-0.193825364,0.955499411,0.213728622,-0.203325108,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:56.9,0,0,0,0,0,0,0,0,0,11394.59789,0.934753418,0.253250122,-0.311569214,11394.57778,-0.374240041,0.41060853,1.503404856,-0.122639954,0.035907522,-0.103669405,XArbitraryZVertical,-0.570531298,-0.281309226,0.742160792,-0.211084083,0.965611696,0.176693201,-0.190718308,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:56.9,0,0,0,0,0,0,0,0,0,11394.63307,1.101242065,0.297561646,-0.310974121,11394.60796,-0.356158406,0.507632911,1.780003905,-0.019620597,0.128868625,-0.136948571,XArbitraryZVertical,-0.581329464,-0.272558282,0.731200367,-0.230464684,0.975766778,0.130637601,-0.175536081,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.0,0,0,0,0,0,0,0,0,0,11394.66829,1.072296143,0.317199707,-0.319702148,11394.63811,-0.429255784,0.498658001,1.939978361,0.116951108,0.220557123,-0.15209794,XArbitraryZVertical,-0.593163663,-0.262142716,0.718124652,-0.252457933,0.984290898,0.077004544,-0.158876136,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.0,0,0,0,0,0,0,0,0,0,11394.70348,1.157104492,0.271347046,-0.364654541,11394.69844,-0.241114914,0.781391203,1.899714589,0.057547688,0.288411587,-0.212263465,XArbitraryZVertical,-0.616264398,-0.239528973,0.689872449,-0.29482212,0.991524518,-0.032887872,-0.125688121,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.0,0,0,0,0,0,0,0,0,0,11394.73869,1.351974487,0.458435059,-0.471252441,11394.72862,0.280626982,0.563058376,1.723314643,0.353818893,0.527280152,-0.368519366,XArbitraryZVertical,-0.630238181,-0.225371833,0.674829458,-0.310825718,0.990709305,-0.087613367,-0.104014747,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.1,0,0,0,0,0,0,0,0,0,11394.77388,1.229095459,0.375579834,-0.328262329,11394.75881,0.561100245,0.165106088,1.250489593,0.372901976,0.555436432,-0.315401793,XArbitraryZVertical,-0.641378144,-0.208090237,0.665076018,-0.320946262,0.986702025,-0.134904176,-0.090665057,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.1,0,0,0,0,0,0,0,0,0,11394.80907,0.930618286,0.201812744,-0.268249512,11394.78896,0.74942416,-0.23602955,0.372051358,0.128090501,0.48589009,-0.217576981,XArbitraryZVertical,-0.646263501,-0.193350528,0.663867514,-0.322860723,0.982917249,-0.160587937,-0.089918122,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.1,0,0,0,0,0,0,0,0,0,11394.84429,0.999099731,0.195114136,-0.292785645,11394.81914,0.570805967,-0.247929826,-0.362853199,-0.043549955,0.339395642,-0.18418777,XArbitraryZVertical,-0.647557375,-0.185298684,0.667997223,-0.31640736,0.982392788,-0.162225828,-0.092667684,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.2,0,0,0,0,0,0,0,0,0,11394.87947,1.153381348,0.169540405,-0.19303894,11394.84929,0.266165823,-0.52745384,-1.102828503,0.014467537,0.336351097,-0.190064713,XArbitraryZVertical,-0.643321277,-0.186486752,0.676596518,-0.305904283,0.984632075,-0.141236886,-0.102720849,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.2,0,0,0,0,0,0,0,0,0,11394.91466,1.267990112,0.194152832,-0.121994019,11394.90965,-0.700281978,-0.888412178,-2.255155563,0.266636908,0.227916688,0.009985805,XArbitraryZVertical,-0.616346327,-0.217325484,0.703247242,-0.279875425,0.988535821,-0.039333288,-0.145773679,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.2,0,0,0,0,0,0,0,0,0,11394.94988,1.128646851,0.195678711,-0.107727051,11394.93981,-0.971686363,-0.935247302,-2.695691824,0.226330698,0.157274246,0.065352574,XArbitraryZVertical,-0.594043833,-0.245586572,0.718964162,-0.26436646,0.984042168,0.039045356,-0.173598319,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.3,0,0,0,0,0,0,0,0,0,11394.98506,1.01713562,0.180282593,-0.138046265,11394.96999,-1.040092826,-0.756172121,-2.861072779,0.103290379,0.056581959,0.070263401,XArbitraryZVertical,-0.569956271,-0.277886037,0.733162444,-0.24576818,0.97233218,0.127316982,-0.195858404,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.3,0,0,0,0,0,0,0,0,0,11395.02025,0.947967529,0.20930481,-0.121276855,11395.00014,-0.8410725,-0.577675641,-2.826915741,0.032655895,-0.024902016,0.082647264,XArbitraryZVertical,-0.54620453,-0.310561521,0.744627756,-0.225259117,0.953351736,0.216430351,-0.210424304,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.3,0,0,0,0,0,0,0,0,0,11395.05547,0.869552612,0.215255737,-0.060958862,11395.03032,-0.453406721,-0.496888101,-2.625829458,0.013176322,-0.092742711,0.105140448,XArbitraryZVertical,-0.524919878,-0.338232856,0.754523361,-0.201871069,0.928687453,0.298476905,-0.220115319,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.4,0,0,0,0,0,0,0,0,0,11395.09065,0.840820313,0.216552734,-0.085800171,11395.0605,0.063335747,-0.431542128,-2.345704079,-0.03077352,-0.153559595,0.170099944,XArbitraryZVertical,-0.505691947,-0.358812337,0.764197773,-0.177570356,0.900326192,0.368815392,-0.231058717,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.4,0,0,0,0,0,0,0,0,0,11395.12587,0.807693481,0.189926147,-0.101791382,11395.12084,0.920472801,-0.388254255,-1.584895372,-0.020907402,-0.258520246,0.169804692,XArbitraryZVertical,-0.47616928,-0.373642455,0.785769221,-0.127361251,0.843493462,0.465902448,-0.267308265,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.5,0,0,0,0,0,0,0,0,0,11395.16106,0.803756714,0.209533691,-0.153121948,11395.15099,1.127634645,-0.337124199,-1.182700157,-0.025432229,-0.292570263,0.148757398,XArbitraryZVertical,-0.465723164,-0.370824095,0.796501014,-0.105724537,0.820308328,0.492246807,-0.291182846,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.5,0,0,0,0,0,0,0,0,0,11395.19624,0.927246094,0.190948486,-0.159667969,11395.18117,1.088138819,-0.241298184,-0.644220412,0.054935575,-0.330983996,0.157185078,XArbitraryZVertical,-0.458899015,-0.36313935,0.806057017,-0.088394939,0.803996921,0.504293323,-0.315083027,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.5,0,0,0,0,0,0,0,0,0,11395.23146,0.987350464,0.223861694,-0.143920898,11395.21135,1.064332485,-0.173673302,-0.125666201,0.152068436,-0.302126706,0.180579782,XArbitraryZVertical,-0.455604193,-0.352540232,0.813724968,-0.077407727,0.796051681,0.503207028,-0.336280406,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.6,0,0,0,0,0,0,0,0,0,11395.26665,0.984619141,0.225753784,-0.181060791,11395.2415,0.951543927,-0.001482924,0.433900446,0.198322415,-0.262550056,0.209641039,XArbitraryZVertical,-0.456457682,-0.338951826,0.819427351,-0.072779159,0.797405064,0.48905158,-0.353516102,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.6,0,0,0,0,0,0,0,0,0,11395.30184,0.96421814,0.156021118,-0.22795105,11395.27168,0.734364986,0.134062767,0.854136944,0.176782012,-0.23808378,0.182606459,XArbitraryZVertical,-0.461687573,-0.324054018,0.822331924,-0.074858336,0.807837129,0.463837594,-0.36366716,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.6,0,0,0,0,0,0,0,0,0,11395.33705,0.987106323,0.220703125,-0.225784302,11395.33202,0.129410237,0.695162535,1.878918529,0.173374653,-0.165585488,0.109330922,XArbitraryZVertical,-0.487721361,-0.294209844,0.815829292,-0.099954419,0.854609907,0.38255021,-0.351136893,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.7,0,0,0,0,0,0,0,0,0,11395.37224,1.01411438,0.247573853,-0.241348267,11395.3622,-0.011228483,1.04841125,2.1583395,0.114264309,-0.096550703,0.108691335,XArbitraryZVertical,-0.507553288,-0.280194193,0.805775875,-0.120855917,0.885674655,0.328865796,-0.327761739,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.7,0,0,0,0,0,0,0,0,0,11395.40743,0.933776855,0.170288086,-0.281021118,11395.39235,0.041649833,1.247258902,2.112290621,0.045331001,-0.061381876,0.038752049,XArbitraryZVertical,-0.530124404,-0.265466169,0.792643703,-0.142167863,0.915881038,0.270106882,-0.296991646,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.7,0,0,0,0,0,0,0,0,0,11395.44264,1.030105591,0.180801392,-0.328109741,11395.42253,0.19482331,1.508905411,1.867348194,0.010155201,-0.060984895,-0.028776228,XArbitraryZVertical,-0.55475383,-0.250963097,0.777055642,-0.159531172,0.942222059,0.213023528,-0.258531421,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.8,0,0,0,0,0,0,0,0,0,11395.47783,1.06237793,0.228988647,-0.274917603,11395.45268,0.573491454,1.467551351,1.470435262,0.082225204,0.028606594,-0.111442566,XArbitraryZVertical,-0.579443097,-0.236425214,0.761122064,-0.170417025,0.962635636,0.162402958,-0.216697633,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.8,0,0,0,0,0,0,0,0,0,11395.51305,1.030639648,0.199447632,-0.192199707,11395.48287,1.043429971,1.187191606,1.051884413,0.086348414,0.108235747,-0.093850791,XArbitraryZVertical,-0.601151103,-0.21928061,0.748803359,-0.172704624,0.976029456,0.12075296,-0.181066737,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.8,0,0,0,0,0,0,0,0,0,11395.54823,0.981796265,0.160079956,-0.230133057,11395.5432,1.213724732,0.685175896,0.385883391,0.003678679,0.111233748,-0.073543027,XArbitraryZVertical,-0.632212521,-0.183764025,0.735631655,-0.159324343,0.988707244,0.068911582,-0.133076221,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.9,0,0,0,0,0,0,0,0,0,11395.58342,0.901931763,0.090606689,-0.303039551,11395.57338,0.671497464,0.39583087,0.179053336,-0.043921888,0.075643539,-0.16513741,XArbitraryZVertical,-0.641285144,-0.17150906,0.732359993,-0.15161409,0.991309524,0.056757022,-0.118676014,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.9,0,0,0,0,0,0,0,0,0,11395.61864,0.820724487,0.066314697,-0.304077148,11395.60353,-0.206742346,0.178438395,0.019702189,-0.13304311,0.018274419,-0.196568683,XArbitraryZVertical,-0.645242698,-0.168423595,0.7300429,-0.149441757,0.992448747,0.053060494,-0.110590704,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:57.9,0,0,0,0,0,0,0,0,0,11395.65382,0.816635132,0.097503662,-0.289916992,11395.63371,-1.082277894,0.044654235,-0.064814374,-0.18309921,0.019372091,-0.193773448,XArbitraryZVertical,-0.644908102,-0.176137857,0.727297472,-0.15526544,0.992776334,0.055945355,-0.106137991,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:58.0,0,0,0,0,0,0,0,0,0,11395.68901,0.824188232,0.164459229,-0.242797852,11395.6639,-1.719156146,-0.054941699,-0.045706011,-0.170015812,0.041433927,-0.178459585,XArbitraryZVertical,-0.641194767,-0.192336767,0.723497842,-0.168602031,0.992662787,0.062096991,-0.103751682,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:58.0,0,0,0,0,0,0,0,0,0,11395.72423,0.840896606,0.179443359,-0.24697876,11395.69405,-1.945806503,-0.140327379,-0.077742472,-0.167936027,0.094399653,-0.138964966,XArbitraryZVertical,-0.634604645,-0.212980115,0.719205126,-0.186173514,0.992124319,0.070059627,-0.103832833,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:58.0,0,0,0,0,0,0,0,0,0,11395.75942,0.808639526,0.190124512,-0.272247314,11395.75438,-1.371224642,0.031225838,-0.1736186,-0.176146746,0.091324925,-0.161779523,XArbitraryZVertical,-0.621391683,-0.252412491,0.709188736,-0.217282485,0.991057575,0.087981135,-0.100320622,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:58.1,0,0,0,0,0,0,0,0,0,11395.7946,0.84513855,0.20072937,-0.308670044,11395.78456,-0.736739039,0.239215776,-0.10180974,-0.174325705,0.107367143,-0.202253044,XArbitraryZVertical,-0.618782318,-0.265488474,0.704271735,-0.225001245,0.99105227,0.095498472,-0.093248628,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:58.1,0,0,0,0,0,0,0,0,0,11395.82982,0.948806763,0.221710205,-0.297286987,11395.81474,-0.237824231,0.325575739,-0.003258803,-0.111854672,0.122452199,-0.224225521,XArbitraryZVertical,-0.620004893,-0.271884169,0.699998119,-0.227322643,0.991615355,0.09875451,-0.08334586,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:58.2,0,0,0,0,0,0,0,0,0,11395.86501,1.00151062,0.253570557,-0.258743286,11395.84489,-0.078240193,0.25020802,0.147747695,-0.015832067,0.131962538,-0.214944482,XArbitraryZVertical,-0.622742005,-0.274216052,0.696200862,-0.228697065,0.992531836,0.096980363,-0.073995903,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:58.2,0,0,0,0,0,0,0,0,0,11395.90022,0.999252319,0.195404053,-0.24230957,11395.87508,0.28147158,0.177384764,0.255331188,0.009227812,0.152789474,-0.187120557,XArbitraryZVertical,-0.626207514,-0.271970228,0.693858811,-0.22903342,0.993579745,0.090572983,-0.067792691,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:58.2,0,0,0,0,0,0,0,0,0,11395.93541,1.299285889,0.252624512,-0.303131104,11395.90523,0.349274188,0.300814807,0.434754878,0.004430592,0.115155838,-0.179940104,XArbitraryZVertical,-0.630895598,-0.266056436,0.692147973,-0.228288638,0.994821548,0.080248252,-0.062369432,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:58.3,0,0,0,0,0,0,0,0,0,11395.9706,1.496887207,0.32850647,-0.271820068,11395.96559,0.836490154,-0.136889398,0.536010981,0.522800684,0.290093124,-0.236321509,XArbitraryZVertical,-0.64197968,-0.246122082,0.689289169,-0.2283996,0.99744767,0.046042766,-0.054572023,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
53:58.3,0,0,0,0,0,0,0,0,0,11396.00581,1.222503662,0.230117798,-0.228210449,11395.99574,1.456883073,-0.508054376,0.156280234,0.340605617,0.242046207,-0.160695434,XArbitraryZVertical,-0.643587446,-0.229634497,0.695360351,-0.222569615,0.99726969,0.032871429,-0.066126399,0,0,0,-1,-1,11391.53114,walking,2,53:53.8,47:42.0,24,2.580507,0,0,17.31,0,0,53:56.4,637307636.4,0,0.5299988,99.52049,1,0.92
